# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 14.9900 fs, Time steps = [10.0000] as
# Kick = [0.001, 0, 0]
# Gaussian folding, Width = 0.1500 eV = 0.005512 Hartree <=> FWHM = 0.353223 eV
#    om (eV)                  S_x                  S_y                  S_z
    5.000000     1.1491696408e+01     0.0000000000e+00     0.0000000000e+00
    5.050000     1.1542171944e+01     0.0000000000e+00     0.0000000000e+00
    5.100000     1.1581604686e+01    -0.0000000000e+00     0.0000000000e+00
    5.150000     1.1613981167e+01    -0.0000000000e+00     0.0000000000e+00
    5.200000     1.1645005730e+01    -0.0000000000e+00    -0.0000000000e+00
    5.250000     1.1681240817e+01    -0.0000000000e+00    -0.0000000000e+00
    5.300000     1.1726915825e+01     0.0000000000e+00    -0.0000000000e+00
    5.350000     1.1781469211e+01     0.0000000000e+00    -0.0000000000e+00
    5.400000     1.1840766260e+01     0.0000000000e+00     0.0000000000e+00
    5.450000     1.1901302080e+01     0.0000000000e+00     0.0000000000e+00
    5.500000     1.1963477978e+01     0.0000000000e+00     0.0000000000e+00
    5.550000     1.2030864656e+01     0.0000000000e+00     0.0000000000e+00
    5.600000     1.2106418661e+01    -0.0000000000e+00     0.0000000000e+00
    5.650000     1.2189514363e+01    -0.0000000000e+00     0.0000000000e+00
    5.700000     1.2276368285e+01    -0.0000000000e+00     0.0000000000e+00
    5.750000     1.2362624642e+01    -0.0000000000e+00     0.0000000000e+00
    5.800000     1.2444860442e+01    -0.0000000000e+00     0.0000000000e+00
    5.850000     1.2519593908e+01    -0.0000000000e+00     0.0000000000e+00
    5.900000     1.2581630145e+01     0.0000000000e+00     0.0000000000e+00
    5.950000     1.2624372104e+01     0.0000000000e+00     0.0000000000e+00
    6.000000     1.2642248497e+01     0.0000000000e+00    -0.0000000000e+00
    6.050000     1.2632734909e+01     0.0000000000e+00    -0.0000000000e+00
    6.100000     1.2595800151e+01     0.0000000000e+00    -0.0000000000e+00
    6.150000     1.2531572962e+01     0.0000000000e+00     0.0000000000e+00
    6.200000     1.2439071922e+01     0.0000000000e+00     0.0000000000e+00
    6.250000     1.2317545468e+01     0.0000000000e+00     0.0000000000e+00
    6.300000     1.2168851833e+01    -0.0000000000e+00     0.0000000000e+00
    6.350000     1.1998032857e+01    -0.0000000000e+00     0.0000000000e+00
    6.400000     1.1811291651e+01    -0.0000000000e+00     0.0000000000e+00
    6.450000     1.1613556862e+01    -0.0000000000e+00    -0.0000000000e+00
    6.500000     1.1408234144e+01     0.0000000000e+00    -0.0000000000e+00
    6.550000     1.1199145027e+01     0.0000000000e+00     0.0000000000e+00
    6.600000     1.0992097136e+01     0.0000000000e+00     0.0000000000e+00
    6.650000     1.0794001541e+01     0.0000000000e+00     0.0000000000e+00
    6.700000     1.0610374033e+01     0.0000000000e+00     0.0000000000e+00
    6.750000     1.0443990753e+01     0.0000000000e+00     0.0000000000e+00
    6.800000     1.0296156578e+01     0.0000000000e+00     0.0000000000e+00
    6.850000     1.0169036745e+01     0.0000000000e+00    -0.0000000000e+00
    6.900000     1.0066318759e+01     0.0000000000e+00    -0.0000000000e+00
    6.950000     9.9914794490e+00     0.0000000000e+00    -0.0000000000e+00
    7.000000     9.9457631499e+00     0.0000000000e+00     0.0000000000e+00
    7.050000     9.9283194011e+00    -0.0000000000e+00     0.0000000000e+00
    7.100000     9.9384194833e+00    -0.0000000000e+00     0.0000000000e+00
    7.150000     9.9772441415e+00    -0.0000000000e+00     0.0000000000e+00
    7.200000     1.0047245853e+01    -0.0000000000e+00     0.0000000000e+00
    7.250000     1.0149925055e+01    -0.0000000000e+00     0.0000000000e+00
    7.300000     1.0284695608e+01     0.0000000000e+00     0.0000000000e+00
    7.350000     1.0450212199e+01    -0.0000000000e+00     0.0000000000e+00
    7.400000     1.0646631239e+01    -0.0000000000e+00     0.0000000000e+00
    7.450000     1.0876177448e+01    -0.0000000000e+00     0.0000000000e+00
    7.500000     1.1141370416e+01    -0.0000000000e+00     0.0000000000e+00
    7.550000     1.1443002124e+01    -0.0000000000e+00     0.0000000000e+00
    7.600000     1.1780246594e+01     0.0000000000e+00     0.0000000000e+00
    7.650000     1.2152791685e+01     0.0000000000e+00     0.0000000000e+00
    7.700000     1.2562522814e+01     0.0000000000e+00     0.0000000000e+00
    7.750000     1.3012808498e+01     0.0000000000e+00     0.0000000000e+00
    7.800000     1.3506220976e+01     0.0000000000e+00    -0.0000000000e+00
    7.850000     1.4043322807e+01     0.0000000000e+00    -0.0000000000e+00
    7.900000     1.4623879865e+01     0.0000000000e+00    -0.0000000000e+00
    7.950000     1.5249024589e+01     0.0000000000e+00     0.0000000000e+00
    8.000000     1.5921804948e+01     0.0000000000e+00     0.0000000000e+00
    8.050000     1.6645467387e+01     0.0000000000e+00     0.0000000000e+00
    8.100000     1.7421481138e+01     0.0000000000e+00     0.0000000000e+00
    8.150000     1.8249605441e+01     0.0000000000e+00     0.0000000000e+00
    8.200000     1.9129898154e+01     0.0000000000e+00     0.0000000000e+00
    8.250000     2.0064282462e+01     0.0000000000e+00     0.0000000000e+00
    8.300000     2.1055789993e+01     0.0000000000e+00     0.0000000000e+00
    8.350000     2.2106282137e+01     0.0000000000e+00     0.0000000000e+00
    8.400000     2.3215171983e+01     0.0000000000e+00    -0.0000000000e+00
    8.450000     2.4380428744e+01     0.0000000000e+00    -0.0000000000e+00
    8.500000     2.5600427045e+01     0.0000000000e+00    -0.0000000000e+00
    8.550000     2.6874220006e+01     0.0000000000e+00    -0.0000000000e+00
    8.600000     2.8199739558e+01     0.0000000000e+00     0.0000000000e+00
    8.650000     2.9572006219e+01     0.0000000000e+00     0.0000000000e+00
    8.700000     3.0983616331e+01     0.0000000000e+00     0.0000000000e+00
    8.750000     3.2427296645e+01     0.0000000000e+00     0.0000000000e+00
    8.800000     3.3898016606e+01     0.0000000000e+00     0.0000000000e+00
    8.850000     3.5392684802e+01     0.0000000000e+00     0.0000000000e+00
    8.900000     3.6908208538e+01    -0.0000000000e+00     0.0000000000e+00
    8.950000     3.8440483559e+01    -0.0000000000e+00     0.0000000000e+00
    9.000000     3.9985652421e+01    -0.0000000000e+00     0.0000000000e+00
    9.050000     4.1542173271e+01    -0.0000000000e+00     0.0000000000e+00
    9.100000     4.3111130682e+01     0.0000000000e+00     0.0000000000e+00
    9.150000     4.4694079504e+01     0.0000000000e+00     0.0000000000e+00
    9.200000     4.6290384543e+01     0.0000000000e+00     0.0000000000e+00
    9.250000     4.7896435109e+01     0.0000000000e+00     0.0000000000e+00
    9.300000     4.9506854786e+01     0.0000000000e+00    -0.0000000000e+00
    9.350000     5.1115571154e+01     0.0000000000e+00    -0.0000000000e+00
    9.400000     5.2714976469e+01     0.0000000000e+00    -0.0000000000e+00
    9.450000     5.4293904113e+01     0.0000000000e+00     0.0000000000e+00
    9.500000     5.5836771910e+01     0.0000000000e+00     0.0000000000e+00
    9.550000     5.7325048888e+01     0.0000000000e+00     0.0000000000e+00
    9.600000     5.8739583969e+01    -0.0000000000e+00     0.0000000000e+00
    9.650000     6.0061406365e+01    -0.0000000000e+00     0.0000000000e+00
    9.700000     6.1270527884e+01    -0.0000000000e+00     0.0000000000e+00
    9.750000     6.2344849750e+01    -0.0000000000e+00     0.0000000000e+00
    9.800000     6.3261474313e+01    -0.0000000000e+00     0.0000000000e+00
    9.850000     6.4000218989e+01    -0.0000000000e+00     0.0000000000e+00
    9.900000     6.4546719057e+01    -0.0000000000e+00     0.0000000000e+00
    9.950000     6.4892900657e+01     0.0000000000e+00     0.0000000000e+00
   10.000000     6.5035319344e+01     0.0000000000e+00     0.0000000000e+00
   10.050000     6.4973782948e+01     0.0000000000e+00    -0.0000000000e+00
   10.100000     6.4711676572e+01     0.0000000000e+00    -0.0000000000e+00
   10.150000     6.4256775398e+01     0.0000000000e+00    -0.0000000000e+00
   10.200000     6.3620257314e+01     0.0000000000e+00    -0.0000000000e+00
   10.250000     6.2813473354e+01     0.0000000000e+00     0.0000000000e+00
   10.300000     6.1844734421e+01     0.0000000000e+00     0.0000000000e+00
   10.350000     6.0718809943e+01    -0.0000000000e+00     0.0000000000e+00
   10.400000     5.9439426092e+01    -0.0000000000e+00     0.0000000000e+00
   10.450000     5.8012413830e+01    -0.0000000000e+00     0.0000000000e+00
   10.500000     5.6447102056e+01     0.0000000000e+00     0.0000000000e+00
   10.550000     5.4755912055e+01     0.0000000000e+00     0.0000000000e+00
   10.600000     5.2954037567e+01     0.0000000000e+00     0.0000000000e+00
   10.650000     5.1060415149e+01     0.0000000000e+00     0.0000000000e+00
   10.700000     4.9098884396e+01     0.0000000000e+00     0.0000000000e+00
   10.750000     4.7097403277e+01     0.0000000000e+00     0.0000000000e+00
   10.800000     4.5084777933e+01     0.0000000000e+00     0.0000000000e+00
   10.850000     4.3086810441e+01     0.0000000000e+00     0.0000000000e+00
   10.900000     4.1124252875e+01     0.0000000000e+00     0.0000000000e+00
   10.950000     3.9212946460e+01     0.0000000000e+00     0.0000000000e+00
   11.000000     3.7364378919e+01     0.0000000000e+00    -0.0000000000e+00
   11.050000     3.5585080461e+01     0.0000000000e+00    -0.0000000000e+00
   11.100000     3.3875477091e+01    -0.0000000000e+00    -0.0000000000e+00
   11.150000     3.2230304178e+01    -0.0000000000e+00     0.0000000000e+00
   11.200000     3.0641550508e+01    -0.0000000000e+00     0.0000000000e+00
   11.250000     2.9102345605e+01    -0.0000000000e+00     0.0000000000e+00
   11.300000     2.7609151589e+01    -0.0000000000e+00     0.0000000000e+00
   11.350000     2.6161330236e+01    -0.0000000000e+00     0.0000000000e+00
   11.400000     2.4759722315e+01    -0.0000000000e+00     0.0000000000e+00
   11.450000     2.3406426920e+01    -0.0000000000e+00     0.0000000000e+00
   11.500000     2.2105981520e+01    -0.0000000000e+00     0.0000000000e+00
   11.550000     2.0866031054e+01     0.0000000000e+00     0.0000000000e+00
   11.600000     1.9695854435e+01     0.0000000000e+00     0.0000000000e+00
   11.650000     1.8603473349e+01     0.0000000000e+00     0.0000000000e+00
   11.700000     1.7593728622e+01     0.0000000000e+00    -0.0000000000e+00
   11.750000     1.6668692963e+01     0.0000000000e+00    -0.0000000000e+00
   11.800000     1.5829232725e+01     0.0000000000e+00     0.0000000000e+00
   11.850000     1.5075377041e+01     0.0000000000e+00     0.0000000000e+00
   11.900000     1.4404723990e+01     0.0000000000e+00     0.0000000000e+00
   11.950000     1.3810574636e+01     0.0000000000e+00     0.0000000000e+00
   12.000000     1.3281977890e+01     0.0000000000e+00     0.0000000000e+00
   12.050000     1.2805833713e+01     0.0000000000e+00    -0.0000000000e+00
   12.100000     1.2369020380e+01    -0.0000000000e+00     0.0000000000e+00
   12.150000     1.1958719217e+01    -0.0000000000e+00     0.0000000000e+00
   12.200000     1.1561439574e+01     0.0000000000e+00     0.0000000000e+00
   12.250000     1.1162943135e+01     0.0000000000e+00     0.0000000000e+00
   12.300000     1.0750308792e+01     0.0000000000e+00     0.0000000000e+00
   12.350000     1.0314846094e+01     0.0000000000e+00     0.0000000000e+00
   12.400000     9.8533891360e+00     0.0000000000e+00     0.0000000000e+00
   12.450000     9.3670618641e+00     0.0000000000e+00     0.0000000000e+00
   12.500000     8.8591231893e+00     0.0000000000e+00     0.0000000000e+00
   12.550000     8.3341111523e+00     0.0000000000e+00    -0.0000000000e+00
   12.600000     7.7985795443e+00    -0.0000000000e+00    -0.0000000000e+00
   12.650000     7.2615744845e+00    -0.0000000000e+00    -0.0000000000e+00
   12.700000     6.7331756611e+00    -0.0000000000e+00     0.0000000000e+00
   12.750000     6.2217250658e+00    -0.0000000000e+00     0.0000000000e+00
   12.800000     5.7320778426e+00    -0.0000000000e+00     0.0000000000e+00
   12.850000     5.2662907551e+00    -0.0000000000e+00     0.0000000000e+00
   12.900000     4.8256284909e+00    -0.0000000000e+00     0.0000000000e+00
   12.950000     4.4115197147e+00    -0.0000000000e+00     0.0000000000e+00
   13.000000     4.0245504562e+00    -0.0000000000e+00     0.0000000000e+00
   13.050000     3.6630265117e+00    -0.0000000000e+00     0.0000000000e+00
   13.100000     3.3232194170e+00     0.0000000000e+00     0.0000000000e+00
   13.150000     3.0014627949e+00     0.0000000000e+00     0.0000000000e+00
   13.200000     2.6960700300e+00     0.0000000000e+00     0.0000000000e+00
   13.250000     2.4071705741e+00     0.0000000000e+00     0.0000000000e+00
   13.300000     2.1348755852e+00     0.0000000000e+00     0.0000000000e+00
   13.350000     1.8780052622e+00     0.0000000000e+00     0.0000000000e+00
   13.400000     1.6348392855e+00     0.0000000000e+00     0.0000000000e+00
   13.450000     1.4049066012e+00     0.0000000000e+00    -0.0000000000e+00
   13.500000     1.1895706169e+00     0.0000000000e+00    -0.0000000000e+00
   13.550000     9.9055672143e-01    -0.0000000000e+00    -0.0000000000e+00
   13.600000     8.0798142328e-01    -0.0000000000e+00    -0.0000000000e+00
   13.650000     6.4005845379e-01    -0.0000000000e+00     0.0000000000e+00
   13.700000     4.8475633075e-01     0.0000000000e+00     0.0000000000e+00
   13.750000     3.4147454551e-01     0.0000000000e+00     0.0000000000e+00
   13.800000     2.1085006396e-01     0.0000000000e+00     0.0000000000e+00
   13.850000     9.3028074968e-02     0.0000000000e+00     0.0000000000e+00
   13.900000    -1.3478207223e-02     0.0000000000e+00     0.0000000000e+00
   13.950000    -1.1094407060e-01     0.0000000000e+00     0.0000000000e+00
   14.000000    -2.0059249424e-01     0.0000000000e+00     0.0000000000e+00
   14.050000    -2.8196636476e-01     0.0000000000e+00     0.0000000000e+00
   14.100000    -3.5433554922e-01     0.0000000000e+00    -0.0000000000e+00
   14.150000    -4.1856762746e-01     0.0000000000e+00    -0.0000000000e+00
   14.200000    -4.7729545521e-01     0.0000000000e+00    -0.0000000000e+00
   14.250000    -5.3313817780e-01     0.0000000000e+00     0.0000000000e+00
   14.300000    -5.8695992149e-01     0.0000000000e+00     0.0000000000e+00
   14.350000    -6.3809911171e-01     0.0000000000e+00     0.0000000000e+00
   14.400000    -6.8622673893e-01     0.0000000000e+00     0.0000000000e+00
   14.450000    -7.3262946301e-01     0.0000000000e+00     0.0000000000e+00
   14.500000    -7.7941791697e-01     0.0000000000e+00     0.0000000000e+00
   14.550000    -8.2760253527e-01     0.0000000000e+00     0.0000000000e+00
   14.600000    -8.7631254319e-01     0.0000000000e+00     0.0000000000e+00
   14.650000    -9.2410752713e-01     0.0000000000e+00     0.0000000000e+00
   14.700000    -9.7089192907e-01     0.0000000000e+00     0.0000000000e+00
   14.750000    -1.0182318435e+00    -0.0000000000e+00     0.0000000000e+00
   14.800000    -1.0677185769e+00    -0.0000000000e+00     0.0000000000e+00
   14.850000    -1.1192781240e+00    -0.0000000000e+00     0.0000000000e+00
   14.900000    -1.1713702074e+00     0.0000000000e+00     0.0000000000e+00
   14.950000    -1.2228104156e+00     0.0000000000e+00     0.0000000000e+00
   15.000000    -1.2740627118e+00     0.0000000000e+00    -0.0000000000e+00
   15.050000    -1.3264828050e+00     0.0000000000e+00    -0.0000000000e+00
   15.100000    -1.3804022519e+00     0.0000000000e+00    -0.0000000000e+00
   15.150000    -1.4343155520e+00     0.0000000000e+00    -0.0000000000e+00
   15.200000    -1.4861641572e+00    -0.0000000000e+00     0.0000000000e+00
   15.250000    -1.5352762779e+00    -0.0000000000e+00     0.0000000000e+00
   15.300000    -1.5827541550e+00    -0.0000000000e+00     0.0000000000e+00
   15.350000    -1.6298948661e+00    -0.0000000000e+00     0.0000000000e+00
   15.400000    -1.6764998206e+00    -0.0000000000e+00     0.0000000000e+00
   15.450000    -1.7210348933e+00    -0.0000000000e+00     0.0000000000e+00
   15.500000    -1.7624297614e+00     0.0000000000e+00     0.0000000000e+00
   15.550000    -1.8013868103e+00     0.0000000000e+00     0.0000000000e+00
   15.600000    -1.8396411038e+00     0.0000000000e+00     0.0000000000e+00
   15.650000    -1.8780054924e+00     0.0000000000e+00     0.0000000000e+00
   15.700000    -1.9154594644e+00     0.0000000000e+00     0.0000000000e+00
   15.750000    -1.9503358554e+00     0.0000000000e+00    -0.0000000000e+00
   15.800000    -1.9822272467e+00     0.0000000000e+00    -0.0000000000e+00
   15.850000    -2.0124041625e+00     0.0000000000e+00    -0.0000000000e+00
   15.900000    -2.0422738308e+00     0.0000000000e+00    -0.0000000000e+00
   15.950000    -2.0716882631e+00     0.0000000000e+00     0.0000000000e+00
   16.000000    -2.0990811889e+00     0.0000000000e+00     0.0000000000e+00
   16.050000    -2.1232803240e+00     0.0000000000e+00     0.0000000000e+00
   16.100000    -2.1448908777e+00    -0.0000000000e+00     0.0000000000e+00
   16.150000    -2.1656475831e+00    -0.0000000000e+00     0.0000000000e+00
   16.200000    -2.1864971157e+00    -0.0000000000e+00     0.0000000000e+00
   16.250000    -2.2066435011e+00    -0.0000000000e+00     0.0000000000e+00
   16.300000    -2.2246547381e+00     0.0000000000e+00     0.0000000000e+00
   16.350000    -2.2403163684e+00     0.0000000000e+00     0.0000000000e+00
   16.400000    -2.2550433849e+00     0.0000000000e+00     0.0000000000e+00
   16.450000    -2.2703474675e+00     0.0000000000e+00     0.0000000000e+00
   16.500000    -2.2861372992e+00     0.0000000000e+00     0.0000000000e+00
   16.550000    -2.3008427640e+00     0.0000000000e+00     0.0000000000e+00
   16.600000    -2.3132417667e+00     0.0000000000e+00     0.0000000000e+00
   16.650000    -2.3238835147e+00     0.0000000000e+00     0.0000000000e+00
   16.700000    -2.3344557905e+00    -0.0000000000e+00    -0.0000000000e+00
   16.750000    -2.3458178472e+00    -0.0000000000e+00    -0.0000000000e+00
   16.800000    -2.3569672050e+00    -0.0000000000e+00    -0.0000000000e+00
   16.850000    -2.3661393580e+00     0.0000000000e+00     0.0000000000e+00
   16.900000    -2.3727954609e+00     0.0000000000e+00     0.0000000000e+00
   16.950000    -2.3782564826e+00     0.0000000000e+00     0.0000000000e+00
   17.000000    -2.3843217071e+00     0.0000000000e+00     0.0000000000e+00
   17.050000    -2.3915084458e+00     0.0000000000e+00     0.0000000000e+00
   17.100000    -2.3989063603e+00     0.0000000000e+00     0.0000000000e+00
   17.150000    -2.4056831376e+00     0.0000000000e+00     0.0000000000e+00
   17.200000    -2.4123351990e+00     0.0000000000e+00     0.0000000000e+00
   17.250000    -2.4201301795e+00    -0.0000000000e+00     0.0000000000e+00
   17.300000    -2.4294011022e+00    -0.0000000000e+00    -0.0000000000e+00
   17.350000    -2.4387915750e+00    -0.0000000000e+00    -0.0000000000e+00
   17.400000    -2.4464867205e+00    -0.0000000000e+00    -0.0000000000e+00
   17.450000    -2.4521171525e+00    -0.0000000000e+00     0.0000000000e+00
   17.500000    -2.4571532209e+00    -0.0000000000e+00     0.0000000000e+00
   17.550000    -2.4632794832e+00    -0.0000000000e+00     0.0000000000e+00
   17.600000    -2.4705515084e+00    -0.0000000000e+00     0.0000000000e+00
   17.650000    -2.4774077018e+00    -0.0000000000e+00     0.0000000000e+00
   17.700000    -2.4824998140e+00    -0.0000000000e+00    -0.0000000000e+00
   17.750000    -2.4862355822e+00    -0.0000000000e+00     0.0000000000e+00
   17.800000    -2.4902796913e+00    -0.0000000000e+00     0.0000000000e+00
   17.850000    -2.4956223143e+00    -0.0000000000e+00     0.0000000000e+00
   17.900000    -2.5014643545e+00     0.0000000000e+00     0.0000000000e+00
   17.950000    -2.5061973858e+00     0.0000000000e+00     0.0000000000e+00
   18.000000    -2.5093154343e+00     0.0000000000e+00     0.0000000000e+00
   18.050000    -2.5120227869e+00     0.0000000000e+00     0.0000000000e+00
   18.100000    -2.5158341257e+00    -0.0000000000e+00     0.0000000000e+00
   18.150000    -2.5208072291e+00    -0.0000000000e+00     0.0000000000e+00
   18.200000    -2.5254740952e+00    -0.0000000000e+00     0.0000000000e+00
   18.250000    -2.5285529708e+00     0.0000000000e+00    -0.0000000000e+00
   18.300000    -2.5304453557e+00     0.0000000000e+00    -0.0000000000e+00
   18.350000    -2.5327692466e+00     0.0000000000e+00    -0.0000000000e+00
